-0:58	marianne van tienen	しおしおっ！
14:48	モジャンヌ	結構どころじゃない
14:49	チモシーほおばっ太郎	休もう
14:49	おたき	ここ最近めちゃくちゃ忙しかったよね
14:49	メイダイン	血行っていうかめっちゃ活動してるから！！！
14:49	ネムレス	はやく見たい！！
14:50	くらつ	めっちゃくっちゃ活動的だあよ…
14:50	ほよよ	程よく休んでほしいけど配信もいっぱいしてほしい（わがまま）
14:50	K Tony	たいぶだと思う
14:50	鶏丸	せやね
14:51	シヴァ村卯月	毎秒配信して
14:51	雀魂最強!	今月3日以外配信してるね
14:51	ばどらび	活動しすぎてて心配になるレベル笑笑
14:52	kuromen	毎秒サボりながら配信しろ
14:52	桑原みー	気軽にさぼってくれー
14:52	グレブナー基底	早くみたい
14:52	夢見るひつじ	ぜんぜん過密よ
14:52	セミの抜け殻	毎日配信ありがとう！
14:52	南四暗緊急事態	正直忙しすぎてヤバいと思う
14:52	tanaka kanata	楽しみで仕方ない日々を送っている
14:53	さかなかみん	草
14:53	Nights -O	けっこうどころじゃないな
14:54	月十字	休んで欲しいけど寂しい
14:54	琵琶丸	ほぼ毎日配信しててビビります
14:54	ろき	ほぼ毎日配信してるからな…
14:54	LOG	無理しないでもろて
14:55	_lili_	めっちゃ活動してると思う
14:55	あぎだどら	もっと休んで
14:55	彩りの民	むしろもうちょっと休んでもいいのよ
14:55	スーパーガク	１日会えないだけでさみしいんだよなぁ
14:55	つくだ煮	サボり大事
14:55	架空の人物	ささやき助かる
14:56	あおい	めっちゃ活動してる
14:56	おかしろ	結構配信してると思うよ
14:56	ポンコツ星人	してるしてる
14:57	はちか	もっと休んで？
14:57	ばどらっく	頑張り過ぎてるくらいだ
14:57	ムームー	いやめっちゃ活動してると思うよ
14:57	くろう	普通に頻度やばい
14:58	ミントステーキ	活動時間が長いから心配
14:58	Ba2O[ばつお]	めっちゃ活動してるよ…ｗｗ
14:58	ちゃぼうず_cyabouzu	いや、めちゃくちゃ頑張ってるよｗ
14:58	猫島	ぱんつだけ公開できない？
14:59	くぅくぅ	早くみたい日々を送っております
14:59	こうちゃ2L	ほぼ毎日配信してるね
14:59	トリウナギ	結構で足りる？
14:59	グリーンピース	3d配信で麻雀してください
15:00	大銀	サボりながら配信したらええねん
15:00	ソースキー	少しは休んでいいのよ？
15:00	ネッシー	普通に休みます、でいいと思う
15:00	Fumy H	そらね
15:01	レッドウッドへいぽう	活動しすぎてやべーっす
15:01	rapid eye rabbit	けっこうがんばっとる
15:01	Ryo	めっちゃ活動してるよｗ
15:01	バルビン	頑張ってるし休んでいいと思うけどな
15:02	ひっきー	耐久とかで、一日当たりの時間はすごそうだ…
15:03	ことかげ	ガチ恋はいばらの道だ
15:03	真珠	草
15:03	Akiteru Fjimoto	めっちゃ頑張ってるぞー
15:04	ムラ	めっちゃ活動してますねｗ
15:04	はるめたる	適度に休憩とってやってね
15:05	いっちゃん	頑張りすぎない程度に頑張って！
15:05	帰宅RTA	草
15:05	麻雀ビギナーしょーしょん	草
15:06	Westeria	おい、その先は地獄だぞ
15:06	パイライトテディ	そうだね
15:06	いざよいさくや	活動しすぎ
15:06	shimo 636	トップレベルなんだよなぁ・・・
15:06	又又	個人勢の中では結構活動してると思う
15:07	Astral Clover	結構じゃなくて相当じゃん
15:07	ろっきー	ほぼ毎日声聞いてるんだが
15:07	ゆう	毎日活動してるから凄いよ
15:07	西都なつ	ガチ恋は辛いよな…
15:08	ns zn	草
15:09	Zeiss[つぁいす]	うん？
15:10	ちゃんちゃんしおしお	ガチ恋は辛いね
15:11	/ UMA	かなり活動してるね
15:11	りんご田べる	ガチ恋勢だったのか……
15:12	ゆんゆん	隙あらばＨＫＴ４８ｗ
15:12	日神巫言	えぇ…
15:12	logos2501	ガチ恋の先は地獄ぞ
15:14	レモン	ガチ恋勢だったのか…
15:14	なむ	しんどいよ
15:14	セオドル	配信頻度は多いよね
15:14	ザッハトルテ。	あー
15:15	明日カン八郎	草
15:15	つぶ焼き	わかる
15:15	右目のLapis	まゆゆ好きだったなぁ
15:16	Ryo	草
15:16	フラグクラッシャー	いや栞桜ちゃんが言っちゃダメでしょwww
15:16	akki	草
15:16	いっちゃん	分かる
15:17	不思議の国の人形	過去にしないで
15:17	夜空ユウキ	ガチ恋は大変だよね
15:17	くぅくぅ	むしろもっとサボれ
15:17	K Tony	わかる
15:18	ぎんいろ	わかるの草
15:18	天城久秀	草
15:18	shimo 636	草
15:18	芋下きぬ	心臓にダメージが
15:18	春季限定のりしお風味	地獄だねぇ
15:18	グリヴェン	ほうｗ
15:19	ns zn	それはそう
15:19	カンザキシン	せやろなｗ
15:19	あのんまのんver.II	草
15:19	ちっそむし	草
15:19	お前ら_	栞桜ちゃんにガチ恋ですがなにか？
15:19	れめれめ	修羅の道
15:19	kuma chang	やるといってやらないのがサボり、休む、サボると宣言してるのは休みでしょう
15:19	司令_つかされい	絶対報われないよな
15:19	炭酸	わかる
15:19	まふぃー	草
15:19	梶まーりん	辛い恋よな…
15:20	みかんみかん	そうなんだよ！
15:20	おおくそん	おう…
15:20	水瀬遊矢	厄介になってないか不安になるのあるある
15:22	アトス	つらい、、、
15:23	さくらいむ	わかる
15:23	sルーク	わかる
15:24	鈴音ハル	栞桜ちゃん、こんばんはー！
15:24	rapid eye rabbit	しんどいなー
15:24	かえるライダー	あ・・・
15:25	グリヴェン	ええなｗ
15:25	月十字	ガチ恋は地獄
15:25	横々	い、今は…
15:25	真っ黒フウ	草
15:26	みーや	わかる
15:26	ノカゼ	ガチ恋勢だったのか…
15:26	トーヤ	それなぁ
15:26	もかもか	ちゃんと言えたじゃねえか…
15:27	おたき	草
15:27	Beep	3Dは和風とか洋風とか属性あるのかな
15:28	氷水	つら
15:28	クレイ。	草
15:28	コタケリョウ	ガチ恋しないように気を付けてるわ・・・
15:29	ShingoMk-Ⅱ	わかる
15:29	ruska	そういうことや
15:29	ザッハトルテ。	わかる
15:29	T M	距離取らないとね…
15:29	Ryo	ガチ恋はつらいな・・・
15:29	GPE	ほんとそれ。ほんとそれ！
15:30	孤高の探索者	その辺難しいところですよね
15:30	prime 00	ぽたくぅ
15:30	ことかげ	分かるの草
15:30	五十鈴	ホラゲーやってみてほしいなーこの前途中できれちゃったし（笑）
15:31	スズメがサンバ	泣けてきた
15:31	さーもばりっく あっと 大艦巨砲主義	ガチ恋は修羅の道
15:31	Fumy H	わかる
15:31	ちゃんちゃんしおしお	わかる
15:31	限界	ガチ恋の定義はなんだろう？
15:32	暁宵	ブレーキとアクセルが難しい
15:32	Aria Yuna	わかるｗ
15:32	さみゅ	ガチ恋は不幸な結末にしかならんぞ
15:34	スパイラル	それはわかる
15:34	りんご田べる	修羅の道
15:34	こやこや	草
15:34	Kingone	もうガチ恋をしないと決めた日
15:34	J PR	まあ分かるわ
15:35	ロケットゴリラ	認知してほしいけど認知してほしくないみたいなね
15:35	ハセマ・スネーク	わかる
15:36	ぷるぷる運輸倉庫	アイドル商売はガチ恋させてこそな所あるけどね
15:36	麻雀ビギナーしょーしょん	ガチ恋勢はしんどいよなぁ。わかるマン
15:37	わんたん	同志だったか
15:38	〆作	適度に距離取らないと地獄だろうなｗ
15:38	エビ天	わかる
15:38	カルラ	3D化したフブキちゃん見た時ガチ恋しそうになった
15:38	豆腐DMT	わかる
15:38	roll	わかる
15:38	しれいかん	わかるぞ
15:39	なんたらかんたら公太郎EX	折り合いをつけるのも大事
15:39	琵琶丸	はえー
15:39	ねくすのき.	くううううううううううううう
15:40	ark0125	そこまで好きになれるのも羨ましい
15:41	りべ	わかってくれるか…
15:42	パイライトテディ	ごめんな～；；
15:43	いざよいさくや	言えたじゃねぇか…
15:44	ひっきー	恋多きｗ
15:44	春季限定のりしお風味	在宅オタクww
15:45	鶏だしクリーミィ	ガチ恋とは…
15:45	スパイラル	適当
15:46	TX11 D11	草
15:46	醤油砂糖	恋多き女だな
15:47	首都ブラジリア	ガチ恋なんてするもんじゃない
15:47	とろろ	DDだ
15:48	ムラマツタカ	ほぅ
15:48	りょ	vtuberガチ恋い勢なんているんか
15:48	日神巫言	何のカミングアウトなんだ？
15:48	†すぱいらる†	自分はガチ恋は諦めた
15:49	21	浮気草
15:51	ミポポ	っらぃょ，，，
15:51	si n	しんどいねぇ
15:52	ほよよ	ちなみに今は誰のガチ恋？
15:52	bscs catv	ガチ恋だけど幸せにはなってほしい
15:52	真珠	ガチ恋とは…
15:55	black AYANE	在宅オタク…ｗｗ
15:58	Astral Clover	高城亜樹と倉持明日香すきだったな
15:58	ばどらび	毎日配信と
16:00	N・A・O	浮気するなw
16:02	いつき	休めるときは休みなよ～～
16:05	mo's!	ガチ恋はいばらの道やね…
16:06	国士無双	麻雀トッププロになれば、栞桜ちゃんの恋人ワンチャン？ｗ
16:07	ユイ・ダレヤネン	マジで厄介オタクになっちゃったら終わりだから距離感保って見ていきます。
16:07	帰宅RTA	優しいな
16:07	Nights -O	え？
16:08	カンザキシン	ｗｗｗ
16:08	古鉄	ガチ恋した事ないから分からねぇなぁ
16:09	mo's!	それってつまりｗｗｗ
16:09	日神巫言	ガチ恋はしないと誓った
16:10	ひっきー	なるほどｗ
16:10	帰宅RTA	あっ
16:10	ちゃんちゃんしおしお	あっ...
16:10	雨宮恵	あっ
16:10	芋けんぴ	あっ
16:11	氷水	それ吐くやつ
16:11	琵琶丸	うーん・・・
16:11	お前ら_	ってことは！？
16:13	J PR		￥1,000
16:13	Nikki	草
16:13	りべ	草
16:14	えむえむ	つまり行ってるってことじゃん！
16:14	やっさん	勘ぐりｗ
16:16	又又	草
16:16	タピオカパン	草
16:16	やまぶどう	あー。
16:16	壁打ち	ガチ恋はすげーや
16:16	昼行燈	厄介勢がよぉ…
16:17	メイダイン	それはねー
16:17	わんたん	ないやろ
16:17	月十字	あっ
16:17	レモン	草
16:17	Westeria	そういうとこやぞ
16:17	桜もち	めんどくさいなｗ
16:18	あのにます	ふふ
16:18	T M	そういうことよね…
16:18	バルビン	草
16:19	のぎす	草
16:19	キャットフィッシュ	ひえ
16:19	皇	草
16:23	帰宅RTA	なるほどね
16:23	rapid eye rabbit	えぇ……
16:23	serion	あっ…
16:23	右目のLapis	ガチ恋はほんと辛いからしないように勤めてる
16:23	チーズ牛丼	草
16:24	うみとり	草
16:24	エビ天	あっ
16:24	さみゅ	草
16:24	ムームー	深読みしすぎで草
16:24	ちっそむし	草
16:25	30歳副住職	あっ…
16:26	_lili_	そうねえ……
16:26	あむねこ	草
16:26	暁宵	それむしろって考えちゃうのもわかる～
16:26	ザッハトルテ。	プライベートだからね
16:27	tora tora	そらあるやろ
16:28	ロザエ	草
16:28	白詰草	草
16:28	yo ma	そうなるよなあｗ
16:29	スパイラル	恋愛御法度的な？？
16:29	ark0125	草
16:30	Ryo	そういうとこやぞ
16:31	西都なつ	ある人はある
16:31	水瀬遊矢	それだけ魅力的なんだよと
16:32	ぎんいろ	草
16:32	k y	草
16:32	gigax2	草
16:32	いざよいさくや	厄介おじさん
16:33	〆作	なるほど
16:34	リベア	あー
16:34	神原カリス	推しと、一緒に推してるファン(仲間)を大切にしたいものです
16:34	又又	杞憂おじさん
16:36	わんたん	草
16:38	豆腐DMT	草
16:38	お前ら_	草
16:40	たけどーら	草
16:40	SATOU	糖質はホドホドにしとかないとな…
16:40	Jippa	まぁ徹底的に夢見せてってのはわかるな
16:40	メイダイン	他の事務所さんはオフコラボでデートしてる人多いよね
16:41	パイライトテディ	なるほどね
16:41	ぼくもあなたも	まかのんとスタバ行こ？
16:41	アメペリック	それに引き籠りだし安心ｗｗ
16:41	グレブナー基底	草
16:41	Mitsuki	草
16:42	エルナ	麻雀に恋してるじゃん
16:43	しぐの	アイドルは大変だね・・・
16:43	ちゃんあぺ	トースター送ったよー
16:43	leno nowhere	２次元と３次元の境目やなぁ
16:43	桑原みー	結構聞くようなきもする
16:43	ns zn	草
16:43	こやこや	プライベートは大切よ
16:44	ShingoMk-Ⅱ	草
16:44	妖精の灯り	草
16:44	ひっきー	むしろ連れ出してあげて…？
16:44	K Tony	VR雀荘
16:45	司令_つかされい	プライベートが死ぬのはかわいそう
16:45	ちな猫のあまえ	しおちゃん
16:46	麻雀ビギナーしょーしょん	まあせやな
16:46	rapid eye rabbit	厄介やなあ
16:47	あのにます	ひきこもり最強！
16:47	logos2501	アイドルだろうがVだろうが恋人はおるよな
16:47	紅茶風ミックスゼリー	草
16:47	スパイラル	キングオブインドア楠栞桜
16:48	ななみさん	草
16:48	年刊木材	草
16:49	調律	引きこもりだもんね
16:49	桜花ありす	まかのんとデートしてたじゃない！！
